"seqnames"	"start"	"end"	"width"	"strand"	"L"
"6131"	"chr2"	"238845702"	"238847552"	"1851"	"*"	"73"
"6132"	"chr2"	"238890673"	"238892219"	"1547"	"*"	"62"
"6133"	"chr2"	"238912723"	"238914485"	"1763"	"*"	"38"
"6134"	"chr2"	"238965962"	"238970449"	"4488"	"*"	"123"
"6135"	"chr2"	"239002779"	"239005829"	"3051"	"*"	"58"
"6136"	"chr2"	"239008776"	"239011679"	"2904"	"*"	"68"
"6137"	"chr2"	"239026878"	"239029747"	"2870"	"*"	"81"
"6138"	"chr2"	"239035597"	"239037802"	"2206"	"*"	"23"
"6139"	"chr2"	"239041162"	"239043718"	"2557"	"*"	"54"
"6140"	"chr2"	"239048292"	"239056858"	"8567"	"*"	"198"
"6141"	"chr2"	"239060714"	"239062568"	"1855"	"*"	"100"
"6142"	"chr2"	"239064786"	"239070161"	"5376"	"*"	"125"
"6143"	"chr2"	"239072805"	"239095043"	"22239"	"*"	"472"
"6144"	"chr2"	"239097413"	"239098479"	"1067"	"*"	"26"
"6145"	"chr2"	"239104944"	"239105438"	"495"	"*"	"30"
"6146"	"chr2"	"239107889"	"239115263"	"7375"	"*"	"142"
"6147"	"chr2"	"239117785"	"239118721"	"937"	"*"	"72"
"6148"	"chr2"	"239121511"	"239127751"	"6241"	"*"	"146"
"6149"	"chr2"	"239134558"	"239134808"	"251"	"*"	"20"
"6150"	"chr2"	"239137170"	"239140701"	"3532"	"*"	"143"
"6151"	"chr2"	"239143864"	"239145532"	"1669"	"*"	"61"
"6152"	"chr2"	"239148518"	"239150395"	"1878"	"*"	"66"
"6153"	"chr2"	"239158619"	"239164606"	"5988"	"*"	"119"
"6154"	"chr2"	"239168179"	"239169498"	"1320"	"*"	"96"
"6155"	"chr2"	"239175856"	"239183456"	"7601"	"*"	"158"
"6156"	"chr2"	"239186683"	"239204479"	"17797"	"*"	"332"
"6157"	"chr2"	"239209965"	"239210718"	"754"	"*"	"31"
"6158"	"chr2"	"239220781"	"239223414"	"2634"	"*"	"66"
"6159"	"chr2"	"239230513"	"239232125"	"1613"	"*"	"47"
"6160"	"chr2"	"239239824"	"239240718"	"895"	"*"	"68"
"6161"	"chr2"	"239246547"	"239254415"	"7869"	"*"	"182"
"6162"	"chr2"	"239260156"	"239260436"	"281"	"*"	"25"
"6163"	"chr2"	"239262687"	"239263088"	"402"	"*"	"34"
"6164"	"chr2"	"239274333"	"239279417"	"5085"	"*"	"96"
"6165"	"chr2"	"239283416"	"239286071"	"2656"	"*"	"75"
"6166"	"chr2"	"239291007"	"239292233"	"1227"	"*"	"44"
"6167"	"chr2"	"239294920"	"239298836"	"3917"	"*"	"30"
"6168"	"chr2"	"239302570"	"239312993"	"10424"	"*"	"166"
"6169"	"chr2"	"239317089"	"239319614"	"2526"	"*"	"79"
"6170"	"chr2"	"239329544"	"239331969"	"2426"	"*"	"37"
"6171"	"chr2"	"239337203"	"239338357"	"1155"	"*"	"53"
"6172"	"chr2"	"239344006"	"239344285"	"280"	"*"	"23"
"6173"	"chr2"	"239347805"	"239349633"	"1829"	"*"	"56"
"6174"	"chr2"	"239352803"	"239352969"	"167"	"*"	"20"
"6175"	"chr2"	"239358255"	"239361319"	"3065"	"*"	"45"
"6176"	"chr2"	"239365636"	"239370067"	"4432"	"*"	"129"
"6177"	"chr2"	"239375404"	"239381333"	"5930"	"*"	"158"
"6178"	"chr2"	"239383614"	"239384077"	"464"	"*"	"30"
"6179"	"chr2"	"239386933"	"239392007"	"5075"	"*"	"93"
"6180"	"chr2"	"239399485"	"239402281"	"2797"	"*"	"207"
"6181"	"chr2"	"239439310"	"239440943"	"1634"	"*"	"40"
"6182"	"chr2"	"239477387"	"239478095"	"709"	"*"	"53"
"6183"	"chr2"	"239483025"	"239484328"	"1304"	"*"	"79"
"6184"	"chr2"	"239493908"	"239494063"	"156"	"*"	"20"
"6185"	"chr2"	"239504149"	"239509553"	"5405"	"*"	"120"
"6186"	"chr2"	"239527957"	"239532317"	"4361"	"*"	"40"
"6187"	"chr2"	"239577244"	"239578556"	"1313"	"*"	"37"
"6188"	"chr2"	"239608008"	"239609973"	"1966"	"*"	"60"
"6189"	"chr2"	"239645770"	"239647210"	"1441"	"*"	"34"
"6190"	"chr2"	"239660622"	"239661068"	"447"	"*"	"30"
"6191"	"chr2"	"239678067"	"239678833"	"767"	"*"	"47"
"6192"	"chr2"	"239717776"	"239717996"	"221"	"*"	"23"
"6193"	"chr2"	"239727991"	"239729115"	"1125"	"*"	"54"
"6194"	"chr2"	"239757746"	"239758114"	"369"	"*"	"30"
"6195"	"chr2"	"239775714"	"239776635"	"922"	"*"	"44"
"6196"	"chr2"	"239800873"	"239805691"	"4819"	"*"	"104"
"6197"	"chr2"	"239813266"	"239817128"	"3863"	"*"	"85"
"6198"	"chr2"	"239824836"	"239826690"	"1855"	"*"	"28"
"6199"	"chr2"	"239829389"	"239830858"	"1470"	"*"	"23"
"6200"	"chr2"	"239903292"	"239908742"	"5451"	"*"	"62"
"6201"	"chr2"	"239927477"	"239929308"	"1832"	"*"	"69"
"6202"	"chr2"	"239935352"	"239945544"	"10193"	"*"	"112"
"6203"	"chr2"	"239956278"	"239960810"	"4533"	"*"	"65"
"6204"	"chr2"	"239965455"	"239965757"	"303"	"*"	"36"
"6205"	"chr2"	"239987700"	"239987840"	"141"	"*"	"24"
"6206"	"chr2"	"240024894"	"240026933"	"2040"	"*"	"104"
"6207"	"chr2"	"240029532"	"240033453"	"3922"	"*"	"58"
"6208"	"chr2"	"240040978"	"240047285"	"6308"	"*"	"65"
"6209"	"chr2"	"240095433"	"240096279"	"847"	"*"	"43"
"6210"	"chr2"	"240125912"	"240132767"	"6856"	"*"	"149"
"6211"	"chr2"	"240135707"	"240141889"	"6183"	"*"	"172"
"6212"	"chr2"	"240144337"	"240145693"	"1357"	"*"	"30"
"6213"	"chr2"	"240155784"	"240161703"	"5920"	"*"	"83"
"6214"	"chr2"	"240232723"	"240234278"	"1556"	"*"	"57"
"6215"	"chr2"	"240243238"	"240248081"	"4844"	"*"	"52"
"6216"	"chr2"	"240257407"	"240258023"	"617"	"*"	"39"
"6217"	"chr2"	"240289212"	"240292788"	"3577"	"*"	"40"
"6218"	"chr2"	"240295367"	"240296012"	"646"	"*"	"41"
"6219"	"chr2"	"240304535"	"240304824"	"290"	"*"	"25"
"6220"	"chr2"	"240320628"	"240326537"	"5910"	"*"	"157"
"6221"	"chr2"	"240348934"	"240353785"	"4852"	"*"	"57"
"6222"	"chr2"	"240405211"	"240405426"	"216"	"*"	"24"
"6223"	"chr2"	"240432099"	"240436024"	"3926"	"*"	"36"
"6224"	"chr2"	"240445832"	"240451666"	"5835"	"*"	"53"
"6225"	"chr2"	"240454623"	"240458175"	"3553"	"*"	"37"
"6226"	"chr2"	"240461357"	"240468707"	"7351"	"*"	"116"
"6227"	"chr2"	"240495005"	"240495393"	"389"	"*"	"21"
"6228"	"chr2"	"240500050"	"240500853"	"804"	"*"	"51"
"6229"	"chr2"	"240512012"	"240512230"	"219"	"*"	"20"
"6230"	"chr2"	"240517990"	"240521351"	"3362"	"*"	"110"
"6231"	"chr2"	"240523886"	"240524198"	"313"	"*"	"31"
"6232"	"chr2"	"240538289"	"240539564"	"1276"	"*"	"64"
"6233"	"chr2"	"240557892"	"240562059"	"4168"	"*"	"133"
"6234"	"chr2"	"240565224"	"240569390"	"4167"	"*"	"103"
"6235"	"chr2"	"240572838"	"240573243"	"406"	"*"	"31"
"6236"	"chr2"	"240576893"	"240580434"	"3542"	"*"	"24"
"6237"	"chr2"	"240583757"	"240591964"	"8208"	"*"	"237"
"6238"	"chr2"	"240594277"	"240596490"	"2214"	"*"	"35"
"6239"	"chr2"	"240620376"	"240623512"	"3137"	"*"	"72"
"6240"	"chr2"	"240628201"	"240630973"	"2773"	"*"	"62"
"6241"	"chr2"	"240645844"	"240648487"	"2644"	"*"	"77"
"6242"	"chr2"	"240672462"	"240674038"	"1577"	"*"	"133"
"6243"	"chr2"	"240682449"	"240684425"	"1977"	"*"	"48"
"6244"	"chr2"	"240687214"	"240692303"	"5090"	"*"	"66"
"6245"	"chr2"	"240698950"	"240701853"	"2904"	"*"	"51"
"6246"	"chr2"	"240704703"	"240704857"	"155"	"*"	"28"
"6247"	"chr2"	"240726096"	"240728366"	"2271"	"*"	"26"
"6248"	"chr2"	"240775147"	"240784128"	"8982"	"*"	"45"
"6249"	"chr2"	"240816428"	"240819883"	"3456"	"*"	"32"
"6250"	"chr2"	"240831623"	"240832775"	"1153"	"*"	"76"
"6251"	"chr2"	"240868180"	"240869269"	"1090"	"*"	"48"
"6252"	"chr2"	"240875596"	"240879996"	"4401"	"*"	"59"
"6253"	"chr2"	"240884966"	"240897135"	"12170"	"*"	"133"
"6254"	"chr2"	"240899563"	"240900977"	"1415"	"*"	"60"
"6255"	"chr2"	"240911900"	"240921593"	"9694"	"*"	"115"
"6256"	"chr2"	"240926781"	"240927273"	"493"	"*"	"33"
"6257"	"chr2"	"240955378"	"240957565"	"2188"	"*"	"20"
"6258"	"chr2"	"240961357"	"240962696"	"1340"	"*"	"20"
"6259"	"chr2"	"240966489"	"240969278"	"2790"	"*"	"21"
"6260"	"chr2"	"240982634"	"240983666"	"1033"	"*"	"59"
"6261"	"chr2"	"240995808"	"241001650"	"5843"	"*"	"53"
"6262"	"chr2"	"241015604"	"241018319"	"2716"	"*"	"58"
"6263"	"chr2"	"241031796"	"241039447"	"7652"	"*"	"56"
"6264"	"chr2"	"241047682"	"241053951"	"6270"	"*"	"98"
"6265"	"chr2"	"241063139"	"241065747"	"2609"	"*"	"44"
"6266"	"chr2"	"241068685"	"241071832"	"3148"	"*"	"23"
"6267"	"chr2"	"241081715"	"241081926"	"212"	"*"	"23"
"6268"	"chr2"	"241087888"	"241095661"	"7774"	"*"	"92"
"6269"	"chr2"	"241100261"	"241102962"	"2702"	"*"	"170"
"6270"	"chr2"	"241108624"	"241109150"	"527"	"*"	"33"
"6271"	"chr2"	"241112207"	"241114475"	"2269"	"*"	"34"
"6272"	"chr2"	"241116730"	"241116944"	"215"	"*"	"22"
"6273"	"chr2"	"241126311"	"241126878"	"568"	"*"	"40"
"6274"	"chr2"	"241137134"	"241137336"	"203"	"*"	"23"
"6275"	"chr2"	"241148468"	"241151229"	"2762"	"*"	"162"
"6276"	"chr2"	"241182858"	"241183206"	"349"	"*"	"29"
"6277"	"chr2"	"241187244"	"241189442"	"2199"	"*"	"31"
"6278"	"chr2"	"241196079"	"241219304"	"23226"	"*"	"284"
"6279"	"chr2"	"241224652"	"241230915"	"6264"	"*"	"114"
"6280"	"chr2"	"241235135"	"241236289"	"1155"	"*"	"55"
"6281"	"chr2"	"241239718"	"241240852"	"1135"	"*"	"48"
"6282"	"chr2"	"241250412"	"241251639"	"1228"	"*"	"33"
"6283"	"chr2"	"241268418"	"241273600"	"5183"	"*"	"100"
"6284"	"chr2"	"241309258"	"241311529"	"2272"	"*"	"20"
"6285"	"chr2"	"241314630"	"241316767"	"2138"	"*"	"158"
"6286"	"chr2"	"241353674"	"241359347"	"5674"	"*"	"73"
"6287"	"chr2"	"241494491"	"241496552"	"2062"	"*"	"33"
"6288"	"chr2"	"241498849"	"241499407"	"559"	"*"	"43"
"6289"	"chr2"	"241507270"	"241509463"	"2194"	"*"	"105"
"6290"	"chr2"	"241538692"	"241547133"	"8442"	"*"	"65"
"6291"	"chr2"	"241552420"	"241552999"	"580"	"*"	"26"
"6292"	"chr2"	"241558123"	"241562384"	"4262"	"*"	"121"
"6293"	"chr2"	"241576707"	"241580304"	"3598"	"*"	"84"
"6294"	"chr2"	"241583161"	"241584678"	"1518"	"*"	"21"
"6295"	"chr2"	"241607671"	"241610529"	"2859"	"*"	"60"
"6296"	"chr2"	"241617435"	"241618232"	"798"	"*"	"20"
"6297"	"chr2"	"241627391"	"241638117"	"10727"	"*"	"193"
"6298"	"chr2"	"241659032"	"241659585"	"554"	"*"	"41"
"6299"	"chr2"	"241665947"	"241673534"	"7588"	"*"	"214"
"6300"	"chr2"	"241676480"	"241680998"	"4519"	"*"	"96"
"6301"	"chr2"	"241685962"	"241688484"	"2523"	"*"	"205"
"6302"	"chr2"	"241699862"	"241704334"	"4473"	"*"	"79"
"6303"	"chr2"	"241719262"	"241728867"	"9606"	"*"	"279"
"6304"	"chr2"	"241731372"	"241735691"	"4320"	"*"	"95"
"6305"	"chr2"	"241739137"	"241739545"	"409"	"*"	"29"
"6306"	"chr2"	"241744644"	"241744890"	"247"	"*"	"28"
"6307"	"chr2"	"241748031"	"241756326"	"8296"	"*"	"103"
"6308"	"chr2"	"241759221"	"241760628"	"1408"	"*"	"40"
"6309"	"chr2"	"241763107"	"241763626"	"520"	"*"	"32"
"6310"	"chr2"	"241770259"	"241772076"	"1818"	"*"	"52"
"6311"	"chr2"	"241774601"	"241777418"	"2818"	"*"	"53"
"6312"	"chr2"	"241795632"	"241798033"	"2402"	"*"	"44"
"6313"	"chr2"	"241800543"	"241804588"	"4046"	"*"	"91"
"6314"	"chr2"	"241808763"	"241827147"	"18385"	"*"	"201"
"6315"	"chr2"	"241833961"	"241835801"	"1841"	"*"	"39"
"6316"	"chr2"	"241841511"	"241853174"	"11664"	"*"	"186"
"6317"	"chr2"	"241855667"	"241860065"	"4399"	"*"	"110"
"6318"	"chr2"	"241863188"	"241873341"	"10154"	"*"	"178"
"6319"	"chr2"	"241875851"	"241882633"	"6783"	"*"	"91"
"6320"	"chr2"	"241890615"	"241894259"	"3645"	"*"	"85"
"6321"	"chr2"	"241897409"	"241906279"	"8871"	"*"	"183"
"6322"	"chr2"	"241908766"	"241912382"	"3617"	"*"	"93"
"6323"	"chr2"	"241925315"	"241927243"	"1929"	"*"	"93"
"6324"	"chr2"	"241929700"	"241929868"	"169"	"*"	"20"
"6325"	"chr2"	"241932622"	"241933846"	"1225"	"*"	"47"
"6326"	"chr2"	"241936266"	"241939581"	"3316"	"*"	"29"
"6327"	"chr2"	"241944827"	"241948340"	"3514"	"*"	"136"
"6328"	"chr2"	"241950605"	"241951013"	"409"	"*"	"27"
"6329"	"chr2"	"241962488"	"241962678"	"191"	"*"	"27"
"6330"	"chr2"	"241981081"	"241981578"	"498"	"*"	"38"
"6331"	"chr2"	"241984137"	"241988615"	"4479"	"*"	"194"
"6332"	"chr2"	"241991192"	"241991565"	"374"	"*"	"49"
"6333"	"chr2"	"241996336"	"241997329"	"994"	"*"	"68"
"6334"	"chr2"	"242001136"	"242006343"	"5208"	"*"	"70"
"6335"	"chr2"	"242010644"	"242013865"	"3222"	"*"	"119"
"6336"	"chr2"	"242019017"	"242019245"	"229"	"*"	"26"
"6337"	"chr2"	"242026542"	"242032001"	"5460"	"*"	"87"
"6338"	"chr2"	"242035194"	"242035821"	"628"	"*"	"68"
"6339"	"chr2"	"242038234"	"242038386"	"153"	"*"	"24"
"6340"	"chr2"	"242042474"	"242048270"	"5797"	"*"	"93"
"6341"	"chr2"	"242055300"	"242057236"	"1937"	"*"	"85"
"6342"	"chr2"	"242087216"	"242089291"	"2076"	"*"	"141"
"6343"	"chr3"	"194396"	"202491"	"8096"	"*"	"126"
"6344"	"chr3"	"306103"	"311497"	"5395"	"*"	"83"
"6345"	"chr3"	"535244"	"536410"	"1167"	"*"	"98"
"6346"	"chr3"	"1092181"	"1093107"	"927"	"*"	"20"
"6347"	"chr3"	"2083464"	"2085163"	"1700"	"*"	"42"
"6348"	"chr3"	"2095805"	"2102521"	"6717"	"*"	"223"
"6349"	"chr3"	"2484745"	"2486309"	"1565"	"*"	"71"
"6350"	"chr3"	"2510497"	"2511670"	"1174"	"*"	"38"
"6351"	"chr3"	"2898249"	"2903623"	"5375"	"*"	"20"
"6352"	"chr3"	"3037253"	"3040153"	"2901"	"*"	"70"
"6353"	"chr3"	"3092016"	"3093664"	"1649"	"*"	"30"
"6354"	"chr3"	"3109995"	"3111232"	"1238"	"*"	"31"
"6355"	"chr3"	"3126365"	"3129981"	"3617"	"*"	"95"
"6356"	"chr3"	"3176432"	"3180149"	"3718"	"*"	"130"
"6357"	"chr3"	"3796539"	"3806579"	"10041"	"*"	"212"
"6358"	"chr3"	"3844271"	"3849273"	"5003"	"*"	"65"
"6359"	"chr3"	"4115335"	"4115631"	"297"	"*"	"20"
"6360"	"chr3"	"4302759"	"4306661"	"3903"	"*"	"137"
"6361"	"chr3"	"4466810"	"4470687"	"3878"	"*"	"112"
"6362"	"chr3"	"4489030"	"4495205"	"6176"	"*"	"147"
"6363"	"chr3"	"4673156"	"4673431"	"276"	"*"	"32"
"6364"	"chr3"	"4707148"	"4710479"	"3332"	"*"	"38"
"6365"	"chr3"	"4746378"	"4752466"	"6089"	"*"	"34"
"6366"	"chr3"	"4763652"	"4763895"	"244"	"*"	"34"
"6367"	"chr3"	"4866917"	"4869077"	"2161"	"*"	"73"
"6368"	"chr3"	"4975826"	"4987427"	"11602"	"*"	"331"
"6369"	"chr3"	"5023454"	"5029399"	"5946"	"*"	"49"
"6370"	"chr3"	"5095724"	"5098442"	"2719"	"*"	"67"
"6371"	"chr3"	"5121638"	"5123661"	"2024"	"*"	"154"
"6372"	"chr3"	"5187087"	"5190781"	"3695"	"*"	"107"
"6373"	"chr3"	"5426333"	"5429224"	"2892"	"*"	"28"
"6374"	"chr3"	"6067195"	"6067412"	"218"	"*"	"26"
"6375"	"chr3"	"6859833"	"6865610"	"5778"	"*"	"239"
"6376"	"chr3"	"7568350"	"7569966"	"1617"	"*"	"75"
"6377"	"chr3"	"7958933"	"7959358"	"426"	"*"	"33"
"6378"	"chr3"	"8499014"	"8505401"	"6388"	"*"	"97"
"6379"	"chr3"	"8570664"	"8575380"	"4717"	"*"	"21"
"6380"	"chr3"	"8628215"	"8629739"	"1525"	"*"	"20"
"6381"	"chr3"	"8651999"	"8654779"	"2781"	"*"	"24"
"6382"	"chr3"	"8670166"	"8685231"	"15066"	"*"	"159"
"6383"	"chr3"	"8732640"	"8734019"	"1380"	"*"	"40"
"6384"	"chr3"	"8745061"	"8746001"	"941"	"*"	"27"
"6385"	"chr3"	"8764631"	"8771808"	"7178"	"*"	"261"
"6386"	"chr3"	"8962860"	"8964638"	"1779"	"*"	"107"
"6387"	"chr3"	"8981786"	"8985927"	"4142"	"*"	"78"
"6388"	"chr3"	"8990526"	"8991103"	"578"	"*"	"24"
"6389"	"chr3"	"9132220"	"9136667"	"4448"	"*"	"32"
"6390"	"chr3"	"9216599"	"9218060"	"1462"	"*"	"45"
"6391"	"chr3"	"9247967"	"9250453"	"2487"	"*"	"79"
"6392"	"chr3"	"9302283"	"9302880"	"598"	"*"	"31"
"6393"	"chr3"	"9359045"	"9365277"	"6233"	"*"	"83"
"6394"	"chr3"	"9395180"	"9397215"	"2036"	"*"	"31"
"6395"	"chr3"	"9548967"	"9557718"	"8752"	"*"	"92"
"6396"	"chr3"	"9600734"	"9603036"	"2303"	"*"	"39"
"6397"	"chr3"	"9647987"	"9650291"	"2305"	"*"	"66"
"6398"	"chr3"	"9701875"	"9705529"	"3655"	"*"	"99"
"6399"	"chr3"	"9727642"	"9735515"	"7874"	"*"	"104"
"6400"	"chr3"	"9739121"	"9739574"	"454"	"*"	"36"
"6401"	"chr3"	"9747242"	"9750530"	"3289"	"*"	"125"
"6402"	"chr3"	"9766377"	"9772935"	"6559"	"*"	"52"
"6403"	"chr3"	"9789909"	"9793870"	"3962"	"*"	"93"
"6404"	"chr3"	"9804251"	"9813082"	"8832"	"*"	"82"
"6405"	"chr3"	"9841201"	"9844665"	"3465"	"*"	"117"
"6406"	"chr3"	"9859657"	"9863290"	"3634"	"*"	"42"
"6407"	"chr3"	"9887381"	"9893663"	"6283"	"*"	"89"
"6408"	"chr3"	"9902144"	"9902908"	"765"	"*"	"20"
"6409"	"chr3"	"9912504"	"9918921"	"6418"	"*"	"121"
"6410"	"chr3"	"9933362"	"9934456"	"1095"	"*"	"72"
"6411"	"chr3"	"9942865"	"9955497"	"12633"	"*"	"147"
"6412"	"chr3"	"9986385"	"9987613"	"1229"	"*"	"118"
"6413"	"chr3"	"10006992"	"10012218"	"5227"	"*"	"97"
"6414"	"chr3"	"10023521"	"10026896"	"3376"	"*"	"144"
"6415"	"chr3"	"10107719"	"10108804"	"1086"	"*"	"37"
"6416"	"chr3"	"10115341"	"10116289"	"949"	"*"	"84"
"6417"	"chr3"	"10135662"	"10142976"	"7315"	"*"	"183"
"6418"	"chr3"	"10160911"	"10165393"	"4483"	"*"	"84"
"6419"	"chr3"	"10232391"	"10238660"	"6270"	"*"	"63"
"6420"	"chr3"	"10246443"	"10251160"	"4718"	"*"	"164"
"6421"	"chr3"	"10283251"	"10287562"	"4312"	"*"	"56"
"6422"	"chr3"	"10290486"	"10294401"	"3916"	"*"	"62"
"6423"	"chr3"	"10317116"	"10332795"	"15680"	"*"	"208"
"6424"	"chr3"	"10336132"	"10340615"	"4484"	"*"	"71"
"6425"	"chr3"	"10352429"	"10362665"	"10237"	"*"	"69"
"6426"	"chr3"	"10375448"	"10375623"	"176"	"*"	"25"
"6427"	"chr3"	"10394479"	"10395586"	"1108"	"*"	"42"
"6428"	"chr3"	"10449490"	"10451116"	"1627"	"*"	"21"
"6429"	"chr3"	"10502958"	"10508007"	"5050"	"*"	"56"
"6430"	"chr3"	"10628418"	"10629318"	"901"	"*"	"50"
"6431"	"chr3"	"10738741"	"10739148"	"408"	"*"	"45"
"6432"	"chr3"	"10764271"	"10764998"	"728"	"*"	"63"
"6433"	"chr3"	"10815671"	"10816944"	"1274"	"*"	"96"
"6434"	"chr3"	"10990224"	"10996015"	"5792"	"*"	"104"
"6435"	"chr3"	"11014947"	"11017883"	"2937"	"*"	"83"
"6436"	"chr3"	"11037066"	"11038282"	"1217"	"*"	"90"
"6437"	"chr3"	"11060567"	"11062493"	"1927"	"*"	"85"
"6438"	"chr3"	"11070170"	"11071737"	"1568"	"*"	"38"
"6439"	"chr3"	"11094006"	"11096480"	"2475"	"*"	"58"
"6440"	"chr3"	"11136300"	"11137234"	"935"	"*"	"48"
"6441"	"chr3"	"11153571"	"11157098"	"3528"	"*"	"32"
"6442"	"chr3"	"11225279"	"11226074"	"796"	"*"	"21"
"6443"	"chr3"	"11270494"	"11274638"	"4145"	"*"	"97"
"6444"	"chr3"	"11509180"	"11513779"	"4600"	"*"	"92"
"6445"	"chr3"	"11533947"	"11536758"	"2812"	"*"	"20"
"6446"	"chr3"	"11551067"	"11551333"	"267"	"*"	"26"
"6447"	"chr3"	"11554529"	"11571829"	"17301"	"*"	"277"
"6448"	"chr3"	"11582189"	"11583744"	"1556"	"*"	"33"
"6449"	"chr3"	"11589649"	"11593066"	"3418"	"*"	"28"
"6450"	"chr3"	"11601793"	"11602223"	"431"	"*"	"28"
"6451"	"chr3"	"11609974"	"11610453"	"480"	"*"	"37"
"6452"	"chr3"	"11613865"	"11616570"	"2706"	"*"	"22"
"6453"	"chr3"	"11642462"	"11647015"	"4554"	"*"	"192"
"6454"	"chr3"	"11680549"	"11680927"	"379"	"*"	"26"
"6455"	"chr3"	"11701777"	"11706177"	"4401"	"*"	"65"
"6456"	"chr3"	"11716806"	"11722418"	"5613"	"*"	"104"
"6457"	"chr3"	"11842965"	"11849350"	"6386"	"*"	"153"
"6458"	"chr3"	"11898282"	"11898662"	"381"	"*"	"34"
"6459"	"chr3"	"11909357"	"11912654"	"3298"	"*"	"21"
"6460"	"chr3"	"11918592"	"11919043"	"452"	"*"	"31"
"6461"	"chr3"	"12003919"	"12008192"	"4274"	"*"	"38"
"6462"	"chr3"	"12070421"	"12071881"	"1461"	"*"	"24"
"6463"	"chr3"	"12156130"	"12161588"	"5459"	"*"	"62"
"6464"	"chr3"	"12283790"	"12291418"	"7629"	"*"	"124"
"6465"	"chr3"	"12480276"	"12487298"	"7023"	"*"	"154"
"6466"	"chr3"	"12540091"	"12544870"	"4780"	"*"	"44"
"6467"	"chr3"	"12553881"	"12560548"	"6668"	"*"	"202"
"6468"	"chr3"	"12582288"	"12584007"	"1720"	"*"	"22"
"6469"	"chr3"	"12660278"	"12664761"	"4484"	"*"	"156"
"6470"	"chr3"	"12767929"	"12771122"	"3194"	"*"	"66"
"6471"	"chr3"	"12795518"	"12800082"	"4565"	"*"	"55"
"6472"	"chr3"	"12807017"	"12817524"	"10508"	"*"	"197"
"6473"	"chr3"	"12840201"	"12844260"	"4060"	"*"	"131"
"6474"	"chr3"	"12867796"	"12868987"	"1192"	"*"	"21"
"6475"	"chr3"	"12871924"	"12877097"	"5174"	"*"	"39"
"6476"	"chr3"	"12882461"	"12886526"	"4066"	"*"	"68"
"6477"	"chr3"	"12896354"	"12902398"	"6045"	"*"	"108"
"6478"	"chr3"	"12906095"	"12911768"	"5674"	"*"	"97"
"6479"	"chr3"	"12934757"	"12938787"	"4031"	"*"	"43"
"6480"	"chr3"	"12941670"	"12944700"	"3031"	"*"	"20"
"6481"	"chr3"	"12953275"	"12955002"	"1728"	"*"	"36"
"6482"	"chr3"	"12964358"	"12970937"	"6580"	"*"	"72"
"6483"	"chr3"	"12987073"	"12997897"	"10825"	"*"	"74"
"6484"	"chr3"	"13017356"	"13022549"	"5194"	"*"	"62"
"6485"	"chr3"	"13041202"	"13042527"	"1326"	"*"	"89"
"6486"	"chr3"	"13069200"	"13076333"	"7134"	"*"	"162"
"6487"	"chr3"	"13135115"	"13136412"	"1298"	"*"	"22"
"6488"	"chr3"	"13179586"	"13181000"	"1415"	"*"	"85"
"6489"	"chr3"	"13201090"	"13205447"	"4358"	"*"	"59"
"6490"	"chr3"	"13276901"	"13278173"	"1273"	"*"	"28"
"6491"	"chr3"	"13281108"	"13286563"	"5456"	"*"	"62"
"6492"	"chr3"	"13354722"	"13355576"	"855"	"*"	"23"
"6493"	"chr3"	"13390033"	"13390241"	"209"	"*"	"20"
"6494"	"chr3"	"13415767"	"13421456"	"5690"	"*"	"73"
"6495"	"chr3"	"13446155"	"13447748"	"1594"	"*"	"54"
"6496"	"chr3"	"13474123"	"13484556"	"10434"	"*"	"177"
"6497"	"chr3"	"13545950"	"13549234"	"3285"	"*"	"29"
"6498"	"chr3"	"13553387"	"13556275"	"2889"	"*"	"31"
"6499"	"chr3"	"13565731"	"13575790"	"10060"	"*"	"92"
"6500"	"chr3"	"13621878"	"13623562"	"1685"	"*"	"64"
"6501"	"chr3"	"13634017"	"13640264"	"6248"	"*"	"102"
"6502"	"chr3"	"13647785"	"13657864"	"10080"	"*"	"140"
"6503"	"chr3"	"13816079"	"13823000"	"6922"	"*"	"85"
"6504"	"chr3"	"13850740"	"13854807"	"4068"	"*"	"56"
"6505"	"chr3"	"13873150"	"13881074"	"7925"	"*"	"194"
"6506"	"chr3"	"13891963"	"13898412"	"6450"	"*"	"153"
"6507"	"chr3"	"13929677"	"13937260"	"7584"	"*"	"157"
"6508"	"chr3"	"14028327"	"14030043"	"1717"	"*"	"83"
"6509"	"chr3"	"14036986"	"14038454"	"1469"	"*"	"71"
"6510"	"chr3"	"14123342"	"14125746"	"2405"	"*"	"122"
"6511"	"chr3"	"14175444"	"14181657"	"6214"	"*"	"118"
"6512"	"chr3"	"14293259"	"14298324"	"5066"	"*"	"86"
"6513"	"chr3"	"14301583"	"14306165"	"4583"	"*"	"65"
"6514"	"chr3"	"14399757"	"14405137"	"5381"	"*"	"79"
"6515"	"chr3"	"14424121"	"14424944"	"824"	"*"	"22"
"6516"	"chr3"	"14453158"	"14453360"	"203"	"*"	"20"
"6517"	"chr3"	"14460679"	"14466634"	"5956"	"*"	"40"
"6518"	"chr3"	"14484904"	"14485033"	"130"	"*"	"26"
"6519"	"chr3"	"14522809"	"14526572"	"3764"	"*"	"32"
"6520"	"chr3"	"14540430"	"14543408"	"2979"	"*"	"46"
